,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,Popularity,MSRP,Avg Mileage
1790,Subaru,Baja,2006,premium unleaded ,210,4,AUTOMATIC,all wheel drive,4,Compact,Crew Cab Pickup,640,27495,18.5
1791,Subaru,Baja,2006,regular unleaded,165,4,AUTOMATIC,all wheel drive,4,Compact,Crew Cab Pickup,640,23295,22.0
1792,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27295,28.0
1793,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,31795,26.0
1794,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,34895,26.0
1795,Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27295,24.0
1796,Volkswagen,Beetle Convertible,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,32755,34.5
1797,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29395,27.0
1798,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,29395,28.0
1799,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25170,28.0
1800,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30495,26.0
1801,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,30695,27.0
1802,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,29395,28.0
1803,Volkswagen,Beetle Convertible,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,31195,34.5
1804,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,30695,27.0
1805,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,30755,28.0
1806,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,34895,26.0
1807,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27295,28.0
1808,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,33795,27.0
1809,Volkswagen,Beetle Convertible,2014,diesel,140,4,MANUAL,front wheel drive,2,Compact,Convertible,873,30095,34.5
1810,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30495,26.0
1811,Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27295,24.0
1812,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29395,27.0
1813,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,33795,27.0
1814,Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,29395,24.0
1815,Volkswagen,Beetle Convertible,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,29995,34.5
1816,Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25170,28.0
1817,Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25170,24.0
1818,Volkswagen,Beetle Convertible,2014,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,31795,26.0
1819,Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25170,24.0
1820,Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,29395,24.0
1821,Volkswagen,Beetle Convertible,2014,diesel,140,4,MANUAL,front wheel drive,2,Compact,Convertible,873,28895,34.5
1822,Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,Convertible,873,30295,35.0
1823,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,31995,26.0
1824,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,33995,27.0
1825,Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30195,35.0
1826,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,32595,26.0
1827,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,29595,28.0
1828,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,35095,26.0
1829,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,30425,28.0
1830,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,29595,28.0
1831,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27475,28.0
1832,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,30895,27.0
1833,Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,Convertible,873,31125,35.0
1834,Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29675,35.0
1835,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30995,26.0
1836,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,34875,27.0
1837,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,32595,26.0
1838,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29895,27.0
1839,Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29095,35.0
1840,Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,31395,35.0
1841,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29895,27.0
1842,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27475,28.0
1843,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25595,28.0
1844,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,30425,28.0
1845,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25595,28.0
1846,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25995,28.0
1847,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30995,26.0
1848,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,30895,27.0
1849,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,35975,26.0
1850,Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30775,35.0
1851,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,33995,27.0
1852,Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,32225,35.0
1853,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,35975,26.0
1854,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,31495,27.0
1855,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27995,28.0
1856,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,35095,26.0
1857,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,31995,26.0
1858,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,31495,27.0
1859,Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,27995,28.0
1860,Volkswagen,Beetle Convertible,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,34875,27.0
1861,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29790,27.0
1862,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,28070,29.5
1863,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,34950,27.0
1864,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,32670,27.0
1865,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,28070,29.5
1866,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,31570,27.0
1867,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,30500,29.5
1868,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25995,29.5
1869,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,36050,27.0
1870,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30890,27.0
1871,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,36050,27.0
1872,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,32670,27.0
1873,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25490,29.5
1874,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,34950,27.0
1875,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,29790,27.0
1876,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,873,30890,27.0
1877,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,30500,29.5
1878,Volkswagen,Beetle Convertible,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,Convertible,873,31570,27.0
1879,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25490,29.5
1880,Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,873,25995,29.5
1881,Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25895,36.0
1882,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,31625,27.0
1883,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,20195,29.0
1884,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,24185,29.0
1885,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,26985,29.0
1886,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,30525,27.0
1887,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,26195,29.0
1888,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,30525,27.0
1889,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,31625,27.0
1890,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,26195,29.0
1891,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,23085,28.5
1892,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,21795,29.0
1893,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,28115,27.0
1894,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,32475,27.0
1895,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,28675,27.0
1896,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,20695,28.5
1897,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25450,27.0
1898,Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,27710,36.0
1899,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25450,27.0
1900,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,26550,27.0
1901,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25885,28.5
1902,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,29215,27.0
1903,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25095,28.5
1904,Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,26430,36.0
1905,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25885,28.5
1906,Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,29625,36.0
1907,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,31375,27.0
1908,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25095,28.5
1909,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,20695,28.5
1910,Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,28525,36.0
1911,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,23085,28.5
1912,Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,28810,36.0
1913,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,24705,29.0
1914,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,29215,27.0
1915,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,21795,29.0
1916,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,32475,27.0
1917,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,28115,27.0
1918,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,28675,27.0
1919,Volkswagen,Beetle,2015,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,31375,27.0
1920,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,26550,27.0
1921,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,23605,28.5
1922,Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25330,36.0
1923,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,29775,27.0
1924,Volkswagen,Beetle,2015,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,29775,27.0
1925,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,24705,29.0
1926,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,24185,29.0
1927,Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,24795,36.0
1928,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,23605,28.5
1929,Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,26985,29.0
1930,Volkswagen,Beetle,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25995,27.0
1931,Volkswagen,Beetle,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,27095,27.5
1932,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,22450,29.5
1933,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,19795,29.5
1934,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,25975,29.5
1935,Volkswagen,Beetle,2016,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,21350,29.0
1936,Volkswagen,Beetle,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,27095,27.5
1937,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,19595,29.5
1938,Volkswagen,Beetle,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,31450,27.0
1939,Volkswagen,Beetle,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,31450,27.0
1940,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,22450,29.5
1941,Volkswagen,Beetle,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,32550,27.5
1942,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,25975,29.5
1943,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,23995,27.5
1944,Volkswagen,Beetle,2016,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,32550,27.5
1945,Volkswagen,Beetle,2016,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,21350,29.0
1946,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,19795,29.5
1947,Volkswagen,Beetle,2016,premium unleaded ,210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,25995,27.0
1948,Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,23995,27.5
1949,Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,20475,28.5
1950,Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,19995,28.5
1951,Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,23995,27.5
1952,Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,21890,28.5
1953,Volkswagen,Beetle,2017,premium unleaded ,210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,873,32550,26.0
1954,Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,25975,28.5
1955,Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,873,22450,28.5
1956,Chevrolet,Beretta,1994,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,Coupe,1385,2000,22.5
1957,Chevrolet,Beretta,1994,regular unleaded,120,4,MANUAL,front wheel drive,2,Compact,Coupe,1385,2000,26.5
1958,Chevrolet,Beretta,1995,regular unleaded,120,4,MANUAL,front wheel drive,2,Midsize,Coupe,1385,2000,27.0
1959,Chevrolet,Beretta,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,1385,2000,22.5
1960,Chevrolet,Beretta,1996,regular unleaded,120,4,MANUAL,front wheel drive,2,Midsize,Coupe,1385,2000,27.5
1961,Chevrolet,Beretta,1996,regular unleaded,155,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,1385,2000,22.5
1962,Chevrolet,Black Diamond Avalanche,2013,flex-fuel ,320,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,1385,39030,18.0
1963,Chevrolet,Black Diamond Avalanche,2013,flex-fuel ,320,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,1385,41675,18.0
1964,Chevrolet,Black Diamond Avalanche,2013,flex-fuel ,320,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,1385,44580,18.0
1965,Chevrolet,Black Diamond Avalanche,2013,flex-fuel ,320,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,1385,38625,18.0
1966,Chevrolet,Black Diamond Avalanche,2013,flex-fuel ,320,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,1385,47885,18.0
1967,Chevrolet,Black Diamond Avalanche,2013,flex-fuel ,320,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,1385,35980,18.0
1968,Lincoln,Blackwood,2002,premium unleaded ,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,61,51785,13.0
1969,Chevrolet,Blazer,2003,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,20745,17.0
1970,Chevrolet,Blazer,2003,regular unleaded,190,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,23745,15.5
1971,Chevrolet,Blazer,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,1385,24695,18.0
1972,Chevrolet,Blazer,2003,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,1385,26695,15.0
1973,Chevrolet,Blazer,2003,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,22845,17.0
1974,Chevrolet,Blazer,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,1385,25230,16.5
1975,Chevrolet,Blazer,2004,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,1385,27230,15.0
1976,Chevrolet,Blazer,2004,regular unleaded,190,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,24055,15.5
1977,Chevrolet,Blazer,2004,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,23255,16.5
1978,Chevrolet,Blazer,2004,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,21055,16.5
1979,Chevrolet,Blazer,2005,regular unleaded,190,6,MANUAL,four wheel drive,2,Compact,2dr SUV,1385,24305,15.0
1980,Chevrolet,Blazer,2005,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,1385,21305,17.0
1981,Chevrolet,Blazer,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,1385,25480,17.5
1982,Chevrolet,Blazer,2005,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,1385,27480,16.0
1985,Pontiac,Bonneville,2003,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,Large,Sedan,210,26695,22.0
1986,Pontiac,Bonneville,2003,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,Large,Sedan,210,29670,22.0
1987,Pontiac,Bonneville,2003,premium unleaded ,240,6,AUTOMATIC,front wheel drive,4,Large,Sedan,210,34020,20.5
1988,Pontiac,Bonneville,2004,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,Large,Sedan,210,27185,22.5
1989,Pontiac,Bonneville,2004,premium unleaded ,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,210,35270,18.5
1990,Pontiac,Bonneville,2004,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,Large,Sedan,210,30035,22.5
1991,Pontiac,Bonneville,2005,premium unleaded ,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,210,35585,18.5
